doi,title,authors,author_affiliations,venue,container_title,event_name,event_location,pages,published_print,published_online,doi_url,acm_page_url,official_pdf_download_url,supplementary_material_url,source_archive_url,github_urls,repository_urls,dataset_urls,arxiv_ids,arxiv_abs_urls,arxiv_pdf_urls,arxiv_source_urls,all_extracted_urls,publisher,license_urls,reference_count,is_referenced_by_count,crossref_type,fetched_at_utc
10.1145/3805622.3810568,Identity-Decoupled Anonymization for Visual Evidence in Multi-modal Retrieval-Augmented Generation,Zehua Cheng; Wei Dai; Jiahao Sun,"University of Oxford, Oxford, United Kingdom; FLock.io, London, United Kingdom; Imperial College London, London, United Kingdom and FLock.io, London, United Kingdom",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,1927-1935,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810568,https://dl.acm.org/doi/10.1145/3805622.3810568,https://dl.acm.org/doi/pdf/10.1145/3805622.3810568,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,37,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810742,ComMark: Covert and Robust Black-Box Model Watermarking with Compressed Samples,Yunfei Yang; Xiaojun Chen; Zhendong Zhao; Yu Zhou; Xiaoyan Gu; Juan Cao,"Institute of Information Engineering, Chinese Academy of Sciences, Beijing, China; State Key Laboratory of Cyberspace Security Defense, Beijing, China and School of Cyber Security, University of Chinese Academy of Sciences, Beijing, China; College of Computer Science, Nankai University, Tianjin, China; Institute of Computing Technology, Chinese Academy of Sciences, Beijing, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,1936-1945,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810742,https://dl.acm.org/doi/10.1145/3805622.3810742,https://dl.acm.org/doi/pdf/10.1145/3805622.3810742,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,61,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810735,UAU-Net: Uncertainty-aware Representation Learning and Evidential Classification for Facial Action Unit Detection,Yuze Li; Zhilei Liu,"Tianjin University, Tianjin, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,1956-1964,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810735,https://dl.acm.org/doi/10.1145/3805622.3810735,https://dl.acm.org/doi/pdf/10.1145/3805622.3810735,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,48,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810759,Towards Generalized Image Manipulation Localization via Score-based Model,Yunfei Wang; Bo Du; Zhe Yang; Xin Liu; Zhiyu Lin; Tianxin Xu; Ji-Zhe Zhou,"Sichuan university, Chengdu, China; Sichuan University, Chengdu, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,1965-1973,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810759,https://dl.acm.org/doi/10.1145/3805622.3810759,https://dl.acm.org/doi/pdf/10.1145/3805622.3810759,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by-nc-nd/4.0/legalcode,37,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810757,GMAE: Gated Multi-signal Adaptive Ensemble for Targeted Transfer Attacks on Commercial Large Vision-Language Models,Chengyin Hu; Yijun Chen; Tianle Liang; Yiwei Wei; Ang Li; Haitao Shi; Lingyan Bian; Xuelian Shi,"China University of Petroleum Beijing at Karamay, Karamay, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,1974-1983,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810757,https://dl.acm.org/doi/10.1145/3805622.3810757,https://dl.acm.org/doi/pdf/10.1145/3805622.3810757,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,31,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810850,Text Recovery Attacks and Defenses on Physical Envelopes,Yongfei Tao; Yi Zhang; Runze Liao; Jingwei Qu; Bingyao Huang,"SouthWest University, Chongqing, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,1994-2002,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810850,https://dl.acm.org/doi/10.1145/3805622.3810850,https://dl.acm.org/doi/pdf/10.1145/3805622.3810850,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,39,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810856,Privacy Protection Against Personalized Text-to-Image Synthesis via Cross-image Consistency Constraints,Guanyu Wang; Kailong Wang; Yihao Huang; Mingyi Zhou; Geguang Pu; Li Li,"Beihang University, Beijing, China; Huazhong University of Science and Technology, Wuhan, China; East China Normal University, Shanghai, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,2003-2011,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810856,https://dl.acm.org/doi/10.1145/3805622.3810856,https://dl.acm.org/doi/pdf/10.1145/3805622.3810856,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,36,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810877,AIFIND: Artifact-Aware Interpreting Fine-Grained Alignment for Incremental Face Forgery Detection,Hao Wang; Beichen Zhang; Yanpei Gong; Shaoyi Fang; Zhaobo Qi; Yuanrong Xu; Xinyan Liu; Weigang Zhang,"School of Computer Science and Technology, Harbin Institute of Technology, Weihai, Weihai, Shandong, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,2012-2021,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810877,https://dl.acm.org/doi/10.1145/3805622.3810877,https://dl.acm.org/doi/pdf/10.1145/3805622.3810877,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,46,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810847,Mitigating Hallucinations in Vision-Language Models via Contextual Entropy Calibration,Xuanyu Yin; Daowan Peng; Wei Wei,"Huazhong University of Science and Technology, Wuhan, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,2022-2031,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810847,https://dl.acm.org/doi/10.1145/3805622.3810847,https://dl.acm.org/doi/pdf/10.1145/3805622.3810847,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,58,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810624,Benchmarking Gaslighting Negation Attacks Against Multimodal Large Language Models,Bin Zhu; Yinxuan Gui; Huiyan Qi; Jingjing Chen; Chong-Wah Ngo; Ee-Peng Lim,"Singapore Management University, Singapore, Singapore; Fudan University, Shanghai, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,2041-2049,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810624,https://dl.acm.org/doi/10.1145/3805622.3810624,https://dl.acm.org/doi/pdf/10.1145/3805622.3810624,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,47,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810625,Semantic-Guided Fast Adversarial Training via Class Relationship Exploitation,Yu Chen; Ke Wang; Fan Yang; Qiang Xu; Jinwei Chi; Honghao Wei,"College of Information Science and Technology, Jinan University, Guangzhou, Guangdong, China; Jinan University, Guangzhou, Guangdong, China; Guangdong Institute of Smart Education, Jinan University, Guangzhou, Guangdong, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,2050-2058,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810625,https://dl.acm.org/doi/10.1145/3805622.3810625,https://dl.acm.org/doi/pdf/10.1145/3805622.3810625,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,38,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810609,"MirageNet: A Secure, Efficient, and Scalable DNN Protection for Edge-Computing Multimedia Retrieval",Huadi Zheng; Cheng Li; Xin Zhou; Wei Wang; Yuanhang Yu; Feng Wang; Yan Ding,"National University of Defense Technology, Changsha, China; Hunan University, Changsha, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,2059-2067,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810609,https://dl.acm.org/doi/10.1145/3805622.3810609,https://dl.acm.org/doi/pdf/10.1145/3805622.3810609,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,34,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810629,Privacy-Constrained Low-Bit Representation Learning for Person Image Retrieval,Junfeng Fang; Yan Zhang; Manzhou Li; Xinjin Ge; Yan Li; Weiyuan Cui,"School of Computer Science, Shanghai Jiao Tong University, Shanghai, Shanghai, China; Department of Computer Science and Technology, Tsinghua University, Beijing, Beijing, China; Peking University, Beijing, Beijing, China; China Agricultural University, Beijing, Beijing, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,2068-2076,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810629,https://dl.acm.org/doi/10.1145/3805622.3810629,https://dl.acm.org/doi/pdf/10.1145/3805622.3810629,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,41,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810575,Structure-Induced Safety Gaps in Multimodal Reasoning Systems,Meng Yang; Peirou Liang; Zhiqian Wu; Yong Liao,"University of Science and Technology of China, HeFei, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,2087-2095,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810575,https://dl.acm.org/doi/10.1145/3805622.3810575,https://dl.acm.org/doi/pdf/10.1145/3805622.3810575,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,41,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810599,HiChrom-MAE: Frequency-Chromaticity Masked Autoencoding for Palmprint Presentation Attack Detection,Qichao Xiong; Yiheng Huang; Junhong Chen; Zhanhong Liang; Lunke Fei,"Guangdong University of Technology, Guangzhou, China; Beijing University of Posts and Telecommunications, Beijing, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,2106-2114,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810599,https://dl.acm.org/doi/10.1145/3805622.3810599,https://dl.acm.org/doi/pdf/10.1145/3805622.3810599,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,43,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810714,Enhancing Deepfake Detection Reliability via Risk-Regulated Dual-Threshold Interval Selection,Boyao Wei; Ruixia Liu; Yinglong Wang,"Shandong Computer Science Center, Qilu University of Technology (Shandong Academy of Sciences), Jinan, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,2115-2123,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810714,https://dl.acm.org/doi/10.1145/3805622.3810714,https://dl.acm.org/doi/pdf/10.1145/3805622.3810714,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,46,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810706,FairFBC: Scalable Fair Fuzzy Clustering via Group-Balanced Anchor Graphs,Tongzheng Zhao; Yan Chen; Peng Wu; Chao Wen; Peng Zhou; Liang Du,"Shanxi University, Taiyuan, Shanxi, China; Taiyuan University of Technology, Taiyuan, Shanxi, China; Anhui University, Hefei, Anhui, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,2124-2132,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810706,https://dl.acm.org/doi/10.1145/3805622.3810706,https://dl.acm.org/doi/pdf/10.1145/3805622.3810706,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,39,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810653,Thinking in High-Frequency: Practical Defense for Deepfake Detectors Against Black-box Adversarial Attacks,Fuqiang Du; Min Yu; Jianguo Jiang; Yixin Zhang; Yachao Liang; Meng Zhang; Weiqing Huang,"Institute of Information Engineering, CAS and the School of Cyber Security, UCAS, Beijing, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,2133-2141,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810653,https://dl.acm.org/doi/10.1145/3805622.3810653,https://dl.acm.org/doi/pdf/10.1145/3805622.3810653,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,34,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810813,Revealing the Impact of Visual Text Style on Attribute-based Descriptions Produced by Large Visual Language Models,Xiaomeng Wang; Martha Larson; Zhengyu Zhao,"Radboud University, Nijmegen, Netherlands; Xi'an Jiaotong University, Xi'an, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,2147-2151,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810813,https://dl.acm.org/doi/10.1145/3805622.3810813,https://dl.acm.org/doi/pdf/10.1145/3805622.3810813,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,7,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810810,ForgeryMoE: Mixture of Experts for Image Forgery Detection under JPEG Compression,Dan Wu; Saihui Hou; Kang Yang; Jian Zhao; Min Ren; Zhaofeng He,"Beijing University of Posts and Telecommunications, beijing, China; Beijing Normal University, beijing, China; Institute of Artificial Intelligence, beijing, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,2152-2156,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810810,https://dl.acm.org/doi/10.1145/3805622.3810810,https://dl.acm.org/doi/pdf/10.1145/3805622.3810810,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,22,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810784,Risk-Aware Medical Question Answering as a Reliability-Critical Decision Process,Yueqin Luo; Yunfan Li,"College of Computer Science, Sichuan University, Chengdu, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,2162-2171,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810784,https://dl.acm.org/doi/10.1145/3805622.3810784,https://dl.acm.org/doi/pdf/10.1145/3805622.3810784,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,40,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810773,SNOC: Subtle Nested Objective Configuration for Joint Ultra-Low-Light Enhancement and Super-Resolution,Jiaxin Gao; Yaohua Liu; Danchen Cui; Zhihui Zhao,"Department of Data Science and Artificial Intelligence, The Hong Kong Polytechnic University, Hong Kong, China; School of Computing and Data Science, The University of Hong Kong, Hong Kong, China; College of Computer Science and Technology, Taiyuan University of Technology, Taiyuan, China; College of Computer Science and Technology, Taiyuan University of Technology, Taiyuan, China and Shanxi Key Laboratory of Industrial Internet Security, Taiyuan, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,2172-2181,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810773,https://dl.acm.org/doi/10.1145/3805622.3810773,https://dl.acm.org/doi/pdf/10.1145/3805622.3810773,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,78,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
10.1145/3805622.3810787,"Benchmarking MLLM-based Web Understanding: Reasoning, Robustness and Safety",Junliang Liu; Jingyu Xiao; Wenxin Tang; Zhixian Wang; Zipeng Xie; Wenxuan Wang; Minrun Zhang; Shuangheng Yu,"Dalian Maritime University‌, Dalian, China; The Chinese University of Hong Kong, Hong Kong, Hong Kong; Tsinghua University, Beijing, China; Nanyang Technological University‌, Singapore, Singapore; ‌Xi'an Jiaotong University‌, Xi'an, China; Renmin University of China, Beijing, China; Wuhan University, Wuhan, China",ICMR 2026,Proceedings of the 2026 International Conference on Multimedia Retrieval,ICMR '26: International Conference on Multimedia Retrieval,Amsterdam The Netherlands,2182-2190,2026-06-16,2026-06-15,https://doi.org/10.1145/3805622.3810787,https://dl.acm.org/doi/10.1145/3805622.3810787,https://dl.acm.org/doi/pdf/10.1145/3805622.3810787,,,,,,,,,,,ACM,https://creativecommons.org/licenses/by/4.0/legalcode,46,0,proceedings-article,2026-06-15T20:27:34.368848+00:00
